name|form|href|imgSrc|typeColour
Tauros|Paldean Form<br>(Aqua Breed)|/wiki/Tauros_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d9/0128Tauros-Paldea_Aqua.png/70px-0128Tauros-Paldea_Aqua.png|#C03028
Magikarp||/wiki/Magikarp_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d1/0129Magikarp.png/70px-0129Magikarp.png|#6890F0
Gyarados||/wiki/Gyarados_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bc/0130Gyarados.png/70px-0130Gyarados.png|#6890F0
Lapras||/wiki/Lapras_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/99/0131Lapras.png/70px-0131Lapras.png|#6890F0
Ditto||/wiki/Ditto_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/25/0132Ditto.png/70px-0132Ditto.png|#A8A878
Eevee||/wiki/Eevee_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/4c/0133Eevee.png/70px-0133Eevee.png|#A8A878
Vaporeon||/wiki/Vaporeon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6d/0134Vaporeon.png/70px-0134Vaporeon.png|#6890F0
Jolteon||/wiki/Jolteon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e3/0135Jolteon.png/70px-0135Jolteon.png|#F8D030
Flareon||/wiki/Flareon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f1/0136Flareon.png/70px-0136Flareon.png|#F08030
Porygon||/wiki/Porygon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/8e/0137Porygon.png/70px-0137Porygon.png|#A8A878
Omanyte||/wiki/Omanyte_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e6/0138Omanyte.png/70px-0138Omanyte.png|#B8A038
Omastar||/wiki/Omastar_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/66/0139Omastar.png/70px-0139Omastar.png|#B8A038
Kabuto||/wiki/Kabuto_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d2/0140Kabuto.png/70px-0140Kabuto.png|#B8A038
Kabutops||/wiki/Kabutops_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/41/0141Kabutops.png/70px-0141Kabutops.png|#B8A038
Aerodactyl||/wiki/Aerodactyl_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2c/0142Aerodactyl.png/70px-0142Aerodactyl.png|#B8A038
Snorlax||/wiki/Snorlax_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3f/0143Snorlax.png/70px-0143Snorlax.png|#A8A878
Articuno||/wiki/Articuno_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d0/0144Articuno.png/70px-0144Articuno.png|#98D8D8
Articuno|Galarian Form|/wiki/Articuno_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5a/0144Articuno-Galar.png/70px-0144Articuno-Galar.png|#F85888
Zapdos||/wiki/Zapdos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c6/0145Zapdos.png/70px-0145Zapdos.png|#F8D030
Zapdos|Galarian Form|/wiki/Zapdos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/75/0145Zapdos-Galar.png/70px-0145Zapdos-Galar.png|#C03028
Moltres||/wiki/Moltres_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/21/0146Moltres.png/70px-0146Moltres.png|#F08030
Moltres|Galarian Form|/wiki/Moltres_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e4/0146Moltres-Galar.png/70px-0146Moltres-Galar.png|#705848
Dratini||/wiki/Dratini_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ae/0147Dratini.png/70px-0147Dratini.png|#7038F8
Dragonair||/wiki/Dragonair_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0d/0148Dragonair.png/70px-0148Dragonair.png|#7038F8
Dragonite||/wiki/Dragonite_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1c/0149Dragonite.png/70px-0149Dragonite.png|#7038F8
Mewtwo||/wiki/Mewtwo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/89/0150Mewtwo.png/70px-0150Mewtwo.png|#F85888
Mew||/wiki/Mew_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9a/0151Mew.png/70px-0151Mew.png|#F85888
Chikorita||/wiki/Chikorita_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bc/0152Chikorita.png/70px-0152Chikorita.png|#78C850
Bayleef||/wiki/Bayleef_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/85/0153Bayleef.png/70px-0153Bayleef.png|#78C850
Meganium||/wiki/Meganium_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/8b/0154Meganium.png/70px-0154Meganium.png|#78C850
Cyndaquil||/wiki/Cyndaquil_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/97/0155Cyndaquil.png/70px-0155Cyndaquil.png|#F08030
Quilava||/wiki/Quilava_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3f/0156Quilava.png/70px-0156Quilava.png|#F08030
Typhlosion||/wiki/Typhlosion_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/13/0157Typhlosion.png/70px-0157Typhlosion.png|#F08030
Typhlosion|Hisuian Form|/wiki/Typhlosion_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/7c/0157Typhlosion-Hisui.png/70px-0157Typhlosion-Hisui.png|#F08030
Totodile||/wiki/Totodile_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f7/0158Totodile.png/70px-0158Totodile.png|#6890F0
Croconaw||/wiki/Croconaw_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/03/0159Croconaw.png/70px-0159Croconaw.png|#6890F0
Feraligatr||/wiki/Feraligatr_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/29/0160Feraligatr.png/70px-0160Feraligatr.png|#6890F0
Sentret||/wiki/Sentret_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/34/0161Sentret.png/70px-0161Sentret.png|#A8A878
Furret||/wiki/Furret_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a8/0162Furret.png/70px-0162Furret.png|#A8A878
Hoothoot||/wiki/Hoothoot_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/38/0163Hoothoot.png/70px-0163Hoothoot.png|#A8A878
Noctowl||/wiki/Noctowl_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/14/0164Noctowl.png/70px-0164Noctowl.png|#A8A878
Ledyba||/wiki/Ledyba_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/91/0165Ledyba.png/70px-0165Ledyba.png|#A8B820
Ledian||/wiki/Ledian_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/4f/0166Ledian.png/70px-0166Ledian.png|#A8B820
Spinarak||/wiki/Spinarak_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2b/0167Spinarak.png/70px-0167Spinarak.png|#A8B820
Ariados||/wiki/Ariados_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5c/0168Ariados.png/70px-0168Ariados.png|#A8B820
Crobat||/wiki/Crobat_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/35/0169Crobat.png/70px-0169Crobat.png|#A040A0
Chinchou||/wiki/Chinchou_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/ca/0170Chinchou.png/70px-0170Chinchou.png|#6890F0
Lanturn||/wiki/Lanturn_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/09/0171Lanturn.png/70px-0171Lanturn.png|#6890F0
Pichu||/wiki/Pichu_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f3/0172Pichu.png/70px-0172Pichu.png|#F8D030
Cleffa||/wiki/Cleffa_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/73/0173Cleffa.png/70px-0173Cleffa.png|#EE99AC
Igglybuff||/wiki/Igglybuff_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/06/0174Igglybuff.png/70px-0174Igglybuff.png|#A8A878
Togepi||/wiki/Togepi_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/01/0175Togepi.png/70px-0175Togepi.png|#EE99AC
Togetic||/wiki/Togetic_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3b/0176Togetic.png/70px-0176Togetic.png|#EE99AC
Natu||/wiki/Natu_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/71/0177Natu.png/70px-0177Natu.png|#F85888
Xatu||/wiki/Xatu_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c3/0178Xatu.png/70px-0178Xatu.png|#F85888
Mareep||/wiki/Mareep_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/16/0179Mareep.png/70px-0179Mareep.png|#F8D030
Flaaffy||/wiki/Flaaffy_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/19/0180Flaaffy.png/70px-0180Flaaffy.png|#F8D030
Ampharos||/wiki/Ampharos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c2/0181Ampharos.png/70px-0181Ampharos.png|#F8D030
Bellossom||/wiki/Bellossom_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/51/0182Bellossom.png/70px-0182Bellossom.png|#78C850
Marill||/wiki/Marill_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/8e/0183Marill.png/70px-0183Marill.png|#6890F0
Azumarill||/wiki/Azumarill_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/22/0184Azumarill.png/70px-0184Azumarill.png|#6890F0
Sudowoodo||/wiki/Sudowoodo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2f/0185Sudowoodo.png/70px-0185Sudowoodo.png|#B8A038
Politoed||/wiki/Politoed_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9b/0186Politoed.png/70px-0186Politoed.png|#6890F0
Hoppip||/wiki/Hoppip_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c9/0187Hoppip.png/70px-0187Hoppip.png|#78C850
Skiploom||/wiki/Skiploom_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f2/0188Skiploom.png/70px-0188Skiploom.png|#78C850
Jumpluff||/wiki/Jumpluff_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/64/0189Jumpluff.png/70px-0189Jumpluff.png|#78C850
Aipom||/wiki/Aipom_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0d/0190Aipom.png/70px-0190Aipom.png|#A8A878
Sunkern||/wiki/Sunkern_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/67/0191Sunkern.png/70px-0191Sunkern.png|#78C850
Sunflora||/wiki/Sunflora_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0d/0192Sunflora.png/70px-0192Sunflora.png|#78C850
Yanma||/wiki/Yanma_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2d/0193Yanma.png/70px-0193Yanma.png|#A8B820
Wooper||/wiki/Wooper_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f7/0194Wooper.png/70px-0194Wooper.png|#6890F0
Wooper|Paldean Form|/wiki/Wooper_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bb/0194Wooper-Paldea.png/70px-0194Wooper-Paldea.png|#A040A0
Quagsire||/wiki/Quagsire_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/01/0195Quagsire.png/70px-0195Quagsire.png|#6890F0
Espeon||/wiki/Espeon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/67/0196Espeon.png/70px-0196Espeon.png|#F85888
Umbreon||/wiki/Umbreon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e1/0197Umbreon.png/70px-0197Umbreon.png|#705848
Murkrow||/wiki/Murkrow_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e7/0198Murkrow.png/70px-0198Murkrow.png|#705848
Slowking||/wiki/Slowking_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/89/0199Slowking.png/70px-0199Slowking.png|#6890F0
Slowking|Galarian Form|/wiki/Slowking_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/06/0199Slowking-Galar.png/70px-0199Slowking-Galar.png|#A040A0
Misdreavus||/wiki/Misdreavus_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1f/0200Misdreavus.png/70px-0200Misdreavus.png|#705898
Unown|One form|/wiki/Unown_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b4/0201Unown.png/70px-0201Unown.png|#F85888
Wobbuffet||/wiki/Wobbuffet_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/7d/0202Wobbuffet.png/70px-0202Wobbuffet.png|#F85888
Girafarig||/wiki/Girafarig_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/65/0203Girafarig.png/70px-0203Girafarig.png|#A8A878
Pineco||/wiki/Pineco_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/7a/0204Pineco.png/70px-0204Pineco.png|#A8B820
Forretress||/wiki/Forretress_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/45/0205Forretress.png/70px-0205Forretress.png|#A8B820
Dunsparce||/wiki/Dunsparce_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c0/0206Dunsparce.png/70px-0206Dunsparce.png|#A8A878
Gligar||/wiki/Gligar_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/49/0207Gligar.png/70px-0207Gligar.png|#E0C068
Steelix||/wiki/Steelix_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2a/0208Steelix.png/70px-0208Steelix.png|#B8B8D0
Snubbull||/wiki/Snubbull_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/24/0209Snubbull.png/70px-0209Snubbull.png|#EE99AC
Granbull||/wiki/Granbull_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/eb/0210Granbull.png/70px-0210Granbull.png|#EE99AC
Qwilfish||/wiki/Qwilfish_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bb/0211Qwilfish.png/70px-0211Qwilfish.png|#6890F0
Qwilfish|Hisuian Form|/wiki/Qwilfish_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a5/0211Qwilfish-Hisui.png/70px-0211Qwilfish-Hisui.png|#705848
Scizor||/wiki/Scizor_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/39/0212Scizor.png/70px-0212Scizor.png|#A8B820
Shuckle||/wiki/Shuckle_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/59/0213Shuckle.png/70px-0213Shuckle.png|#A8B820
Heracross||/wiki/Heracross_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/75/0214Heracross.png/70px-0214Heracross.png|#A8B820
Sneasel||/wiki/Sneasel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d4/0215Sneasel.png/70px-0215Sneasel.png|#705848
Sneasel|Hisuian Form|/wiki/Sneasel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/90/0215Sneasel-Hisui.png/70px-0215Sneasel-Hisui.png|#C03028
Teddiursa||/wiki/Teddiursa_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/11/0216Teddiursa.png/70px-0216Teddiursa.png|#A8A878
Ursaring||/wiki/Ursaring_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d7/0217Ursaring.png/70px-0217Ursaring.png|#A8A878
Slugma||/wiki/Slugma_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/38/0218Slugma.png/70px-0218Slugma.png|#F08030
Magcargo||/wiki/Magcargo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/eb/0219Magcargo.png/70px-0219Magcargo.png|#F08030
Swinub||/wiki/Swinub_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f7/0220Swinub.png/70px-0220Swinub.png|#98D8D8
Piloswine||/wiki/Piloswine_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3e/0221Piloswine.png/70px-0221Piloswine.png|#98D8D8
Corsola||/wiki/Corsola_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e8/0222Corsola.png/70px-0222Corsola.png|#6890F0
Corsola|Galarian Form|/wiki/Corsola_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bf/0222Corsola-Galar.png/70px-0222Corsola-Galar.png|#705898
Remoraid||/wiki/Remoraid_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ed/0223Remoraid.png/70px-0223Remoraid.png|#6890F0
Octillery||/wiki/Octillery_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e4/0224Octillery.png/70px-0224Octillery.png|#6890F0
Delibird||/wiki/Delibird_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bc/0225Delibird.png/70px-0225Delibird.png|#98D8D8
Mantine||/wiki/Mantine_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/49/0226Mantine.png/70px-0226Mantine.png|#6890F0
Skarmory||/wiki/Skarmory_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a9/0227Skarmory.png/70px-0227Skarmory.png|#B8B8D0
Houndour||/wiki/Houndour_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f8/0228Houndour.png/70px-0228Houndour.png|#705848
Houndoom||/wiki/Houndoom_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/05/0229Houndoom.png/70px-0229Houndoom.png|#705848
Kingdra||/wiki/Kingdra_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b6/0230Kingdra.png/70px-0230Kingdra.png|#6890F0
Phanpy||/wiki/Phanpy_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1e/0231Phanpy.png/70px-0231Phanpy.png|#E0C068
Donphan||/wiki/Donphan_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/44/0232Donphan.png/70px-0232Donphan.png|#E0C068
Porygon2||/wiki/Porygon2_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b8/0233Porygon2.png/70px-0233Porygon2.png|#A8A878
Stantler||/wiki/Stantler_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c4/0234Stantler.png/70px-0234Stantler.png|#A8A878
Smeargle||/wiki/Smeargle_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/72/0235Smeargle.png/70px-0235Smeargle.png|#A8A878
Tyrogue||/wiki/Tyrogue_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e5/0236Tyrogue.png/70px-0236Tyrogue.png|#C03028
Hitmontop||/wiki/Hitmontop_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/13/0237Hitmontop.png/70px-0237Hitmontop.png|#C03028
Smoochum||/wiki/Smoochum_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c9/0238Smoochum.png/70px-0238Smoochum.png|#98D8D8
Elekid||/wiki/Elekid_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/93/0239Elekid.png/70px-0239Elekid.png|#F8D030
Magby||/wiki/Magby_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/00/0240Magby.png/70px-0240Magby.png|#F08030
Miltank||/wiki/Miltank_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d5/0241Miltank.png/70px-0241Miltank.png|#A8A878
Blissey||/wiki/Blissey_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/54/0242Blissey.png/70px-0242Blissey.png|#A8A878
Raikou||/wiki/Raikou_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/48/0243Raikou.png/70px-0243Raikou.png|#F8D030
Entei||/wiki/Entei_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2b/0244Entei.png/70px-0244Entei.png|#F08030
Suicune||/wiki/Suicune_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/dc/0245Suicune.png/70px-0245Suicune.png|#6890F0
Larvitar||/wiki/Larvitar_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/95/0246Larvitar.png/70px-0246Larvitar.png|#B8A038
Pupitar||/wiki/Pupitar_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/88/0247Pupitar.png/70px-0247Pupitar.png|#B8A038
Lugia||/wiki/Lugia_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e2/0249Lugia.png/70px-0249Lugia.png|#F85888
Ho-Oh||/wiki/Ho-Oh_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/02/0250Ho-Oh.png/70px-0250Ho-Oh.png|#F08030
Celebi||/wiki/Celebi_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3f/0251Celebi.png/70px-0251Celebi.png|#F85888
Treecko||/wiki/Treecko_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/90/0252Treecko.png/70px-0252Treecko.png|#78C850
Grovyle||/wiki/Grovyle_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bb/0253Grovyle.png/70px-0253Grovyle.png|#78C850
Sceptile||/wiki/Sceptile_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5c/0254Sceptile.png/70px-0254Sceptile.png|#78C850
Tyranitar||/wiki/Tyranitar_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/09/0248Tyranitar.png/70px-0248Tyranitar.png|#B8A038
Torchic||/wiki/Torchic_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/7d/0255Torchic.png/70px-0255Torchic.png|#F08030
Combusken||/wiki/Combusken_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/78/0256Combusken.png/70px-0256Combusken.png|#F08030
Blaziken||/wiki/Blaziken_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c0/0257Blaziken.png/70px-0257Blaziken.png|#F08030
Mudkip||/wiki/Mudkip_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/26/0258Mudkip.png/70px-0258Mudkip.png|#6890F0
Marshtomp||/wiki/Marshtomp_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/eb/0259Marshtomp.png/70px-0259Marshtomp.png|#6890F0
Swampert||/wiki/Swampert_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/34/0260Swampert.png/70px-0260Swampert.png|#6890F0
Poochyena||/wiki/Poochyena_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/21/0261Poochyena.png/70px-0261Poochyena.png|#705848
Mightyena||/wiki/Mightyena_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/22/0262Mightyena.png/70px-0262Mightyena.png|#705848
Zigzagoon||/wiki/Zigzagoon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/55/0263Zigzagoon.png/70px-0263Zigzagoon.png|#A8A878
Zigzagoon|Galarian Form|/wiki/Zigzagoon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/00/0263Zigzagoon-Galar.png/70px-0263Zigzagoon-Galar.png|#705848
Linoone||/wiki/Linoone_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bb/0264Linoone.png/70px-0264Linoone.png|#A8A878
Linoone|Galarian Form|/wiki/Linoone_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/37/0264Linoone-Galar.png/70px-0264Linoone-Galar.png|#705848
Wurmple||/wiki/Wurmple_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/34/0265Wurmple.png/70px-0265Wurmple.png|#A8B820
Silcoon||/wiki/Silcoon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9d/0266Silcoon.png/70px-0266Silcoon.png|#A8B820
Beautifly||/wiki/Beautifly_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/73/0267Beautifly.png/70px-0267Beautifly.png|#A8B820
Cascoon||/wiki/Cascoon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c6/0268Cascoon.png/70px-0268Cascoon.png|#A8B820
Dustox||/wiki/Dustox_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/49/0269Dustox.png/70px-0269Dustox.png|#A8B820
Lotad||/wiki/Lotad_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5f/0270Lotad.png/70px-0270Lotad.png|#6890F0
Lombre||/wiki/Lombre_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a8/0271Lombre.png/70px-0271Lombre.png|#6890F0
Ludicolo||/wiki/Ludicolo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/63/0272Ludicolo.png/70px-0272Ludicolo.png|#6890F0
Seedot||/wiki/Seedot_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/13/0273Seedot.png/70px-0273Seedot.png|#78C850
Nuzleaf||/wiki/Nuzleaf_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a3/0274Nuzleaf.png/70px-0274Nuzleaf.png|#78C850
Shiftry||/wiki/Shiftry_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/43/0275Shiftry.png/70px-0275Shiftry.png|#78C850
Taillow||/wiki/Taillow_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/aa/0276Taillow.png/70px-0276Taillow.png|#A8A878
Swellow||/wiki/Swellow_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/55/0277Swellow.png/70px-0277Swellow.png|#A8A878
